user_id,platform,cluster_id,baseline_activity,signup_cohort,pre_metric
36,ios,144,3.8712446660904387,cohort_C,4.161353747104272
37,android,136,2.3526321017693315,cohort_B,2.450681191582422
38,web,20,8.71457431637827,cohort_A,9.242944549151424
39,web,288,2.3428651915682908,cohort_C,2.098424418364701
40,android,86,1.6661300329175035,cohort_A,1.8919920333836786
41,android,197,6.074533127523042,cohort_A,5.699203321574225
42,ios,177,4.108836606924223,cohort_B,3.3345896235423127
43,ios,330,4.6955974134333065,cohort_C,3.665460871357062
44,android,472,11.704128907279193,cohort_A,11.490208775081515
45,web,164,3.06735925643853,cohort_B,3.682935532770189
46,ios,317,5.069945997419541,cohort_B,4.9499027712427415
47,android,496,2.8842822788759164,cohort_C,3.1583904710069963
48,web,165,2.758001618893561,cohort_A,2.9538836377142443
49,android,97,0.7274825432692764,cohort_B,0.43096331855570397
50,android,369,1.1400727651459104,cohort_A,1.0303577109840127
51,ios,84,5.32505935148033,cohort_A,5.488632182565853
52,web,167,7.748824969533503,cohort_B,7.992047270662651
53,android,267,2.749041276152707,cohort_C,2.3485675928280676
54,android,351,2.6200209200934883,cohort_C,2.22200715849316
55,ios,226,4.809064563578715,cohort_A,4.222402404450435
56,ios,410,4.869690446916193,cohort_A,3.9769751781284257
57,android,491,5.928231921836811,cohort_A,5.678439493647958
58,android,217,3.6647891842314273,cohort_B,3.569376874617378
59,web,24,5.130695389157604,cohort_A,5.287508634286986
60,android,157,1.2530227930838442,cohort_A,1.020086579966628
61,android,1,4.8181710070402275,cohort_A,4.2717824499553245
62,android,69,2.050697041332243,cohort_A,2.675812746129643
63,android,380,2.4853041008506294,cohort_C,2.6668938869808185
64,android,342,4.949214342637792,cohort_A,4.665303342680388
65,web,103,4.06337223894198,cohort_B,3.528315848474413
66,ios,96,0.7918383770565669,cohort_A,0.6383750113881403
67,web,338,0.487096396503833,cohort_C,-0.031226860537370282
68,ios,383,3.340696047876239,cohort_A,3.7472778817616934
69,ios,495,1.8997159241299242,cohort_B,2.809051528137194
70,android,340,3.2197548336974338,cohort_C,3.0040555325171203
71,ios,294,2.203283307870394,cohort_C,1.5432801565575929
72,web,121,2.7083532534541983,cohort_A,2.3601176273358626
73,android,475,3.649208737742657,cohort_B,3.8562013250603813
74,web,328,1.61248706722161,cohort_C,1.4845545683561727
75,ios,88,10.734907096832801,cohort_A,11.469083050116257
76,android,462,1.402970628940682,cohort_B,2.135001442942755
77,android,421,0.5810704391558219,cohort_A,0.5632963321189646
78,ios,314,8.832130719375487,cohort_B,8.950309441624801
79,ios,355,2.0703288151781285,cohort_C,2.1147330441728838
80,android,337,0.8261763563726126,cohort_C,0.6263208861778286
81,ios,265,1.0359892211169817,cohort_C,0.8238820687516495
82,android,177,2.8339647305880673,cohort_A,2.9261971339378534
83,android,281,5.393952240616947,cohort_A,5.074745295856611
84,android,378,3.2443573912724695,cohort_A,3.4458760215561917
85,web,430,7.38415598167321,cohort_A,6.145973188878578
86,web,375,0.8574514520238876,cohort_A,1.4206781206934553
87,android,414,0.5511108264915302,cohort_A,1.0542035581799705
88,ios,190,5.984230175674473,cohort_B,6.429025933816922
89,ios,204,1.725206614244919,cohort_A,2.14452961252393
90,android,226,2.107036088372922,cohort_B,2.376838604238122
91,web,98,5.999810934685912,cohort_B,5.580261142581966
92,web,343,5.197187271964497,cohort_A,5.005721061008661
93,android,227,1.0097914231200122,cohort_C,0.2651561945623284
94,web,451,6.058135154975388,cohort_A,6.691922170683327
95,android,25,3.8668661367289032,cohort_A,3.1001061807070593
96,android,351,0.24452942712873418,cohort_B,0.09554841714117826
97,ios,198,5.918485728509894,cohort_B,5.742385381530648
98,android,500,2.4977730541958705,cohort_C,2.050400726389408
99,ios,29,4.07243223997509,cohort_B,4.039774403019432
100,ios,415,2.2854267609904984,cohort_C,3.301552567462587
101,android,40,3.9640172742480737,cohort_A,3.736730133304202
102,android,296,2.6097319498039666,cohort_B,2.6050166973362097
103,ios,465,6.04645751015787,cohort_B,6.103959811251237
104,ios,253,1.5828564700320897,cohort_C,2.3651855044673296
105,ios,481,1.7700578478492777,cohort_A,1.9585968883948732
106,android,19,3.024059973364417,cohort_C,3.270136283175757
107,web,176,2.691652416474041,cohort_C,2.5970224139025864
108,android,423,3.757302955774453,cohort_B,4.874459438063866
109,web,185,3.002552770467735,cohort_A,2.830113385492859
110,android,429,5.46980966154833,cohort_C,5.328549454231274
111,ios,8,1.335177978660757,cohort_C,1.5907295800291132
112,android,247,6.391422927689251,cohort_B,6.2274950062061
113,ios,399,2.4305108143334664,cohort_A,1.6392864434288732
114,web,471,10.339129434959242,cohort_A,9.924930620353484
115,ios,7,1.2471048812930072,cohort_B,0.8519437546248331
116,android,393,3.2146057982044884,cohort_A,2.9933327944256263
117,android,236,10.626239058655631,cohort_A,9.802159946007786
118,android,349,3.7459758450351517,cohort_A,3.8045012096474466
119,ios,240,1.8265251253829826,cohort_C,1.7295821906445106
120,web,191,2.7827910384087735,cohort_A,2.565974612051418
121,web,362,1.8121931499473654,cohort_A,1.8708575191064565
122,ios,268,2.466422422739395,cohort_C,2.972379043517604
123,ios,246,9.35045766384435,cohort_B,9.84334350606037
124,android,242,9.617123404242054,cohort_A,9.236579462340949
125,web,466,1.7992847210076433,cohort_A,1.2096568931259868
126,web,168,4.037730871143948,cohort_B,3.8968100677664896
127,ios,417,5.190336174668974,cohort_A,5.229782278955901
128,android,43,4.954169993076275,cohort_A,4.17046869734514
129,web,166,3.9129887276546937,cohort_B,3.6947440379610557
130,android,323,2.0922880862664885,cohort_B,1.4863183725554112
131,web,302,6.091639151262356,cohort_A,7.059982252675504
132,ios,59,2.1610462494993565,cohort_A,1.9705181434309107
133,android,405,2.117168556084971,cohort_B,3.0452975670834914
134,web,71,3.5101441377160048,cohort_C,3.746841983907916
135,web,422,3.1935131538068546,cohort_B,3.8193153482570397
136,ios,345,2.266264926451479,cohort_B,2.872875303622365
137,android,179,8.317573418011174,cohort_C,9.174421768599288
138,ios,130,3.138951956019604,cohort_A,2.632708331018664
139,android,304,2.457140886204082,cohort_C,2.2786679860025716
140,android,241,7.214713368175628,cohort_C,7.468048280662225
141,ios,455,4.386572732041082,cohort_C,4.518452076534541
142,ios,138,5.55334955831476,cohort_A,6.0247451916875745
143,web,319,1.984147736874865,cohort_B,2.723223371519963
144,android,166,6.940703471010257,cohort_A,6.937749164849005
145,android,452,4.625535298357644,cohort_A,3.3335301261275694
146,web,126,2.060908775395437,cohort_C,1.671022388835766
147,web,369,1.6110302207907703,cohort_A,1.876514603812795
148,ios,99,3.2659898753854812,cohort_A,3.0803307980465693
149,web,263,3.8886641872305545,cohort_A,4.712098211695276
150,web,463,1.7365313032069505,cohort_A,2.5111403032533532
151,ios,388,5.979604788811014,cohort_B,5.319541473939066
152,web,164,1.3295026909314764,cohort_B,1.4854492217409658
153,ios,499,3.295269859614208,cohort_C,2.5263124159832815
154,ios,451,7.974548175800176,cohort_A,8.83264056185682
155,android,363,15.112250944549993,cohort_A,15.817308572989461
156,ios,390,3.558683634535745,cohort_B,3.940224988213401
157,android,211,0.769908249781985,cohort_C,0.5641333543456177
158,web,5,9.253231297731636,cohort_A,8.750174753743666
159,android,80,1.4654801502998158,cohort_C,1.470318445878728
160,android,208,3.206301833363129,cohort_A,3.4938555309261434
161,android,466,0.7807061253891017,cohort_B,-0.07526843597807276
162,web,276,2.3614928654196197,cohort_C,2.442031878561825
163,android,335,3.6984160565462227,cohort_A,4.830424946198002
164,ios,91,4.482704130619416,cohort_B,4.645079909124975
165,android,239,2.8603008637828027,cohort_C,2.1434025988391356
166,web,12,2.7393747477570587,cohort_C,1.7113652659036847
167,ios,427,5.562938229011531,cohort_B,5.194365207099626
168,web,199,2.403007459322846,cohort_A,2.36098879669909
169,web,320,7.391089710771645,cohort_C,7.969939472295112
170,android,392,0.5345330413183467,cohort_B,1.0067009629084636
171,web,259,2.373030549111359,cohort_A,2.0835404684660928
172,ios,168,2.825500211924292,cohort_A,2.0936578192268533
173,web,57,6.626123186694781,cohort_A,6.996217456596709
174,web,67,2.1583921916708264,cohort_B,1.528802401424271
175,web,260,5.936057839780531,cohort_A,6.135748908790866
176,ios,387,3.802457884218123,cohort_A,3.593572506130378
177,ios,491,5.383488394439322,cohort_A,4.77937475778779
178,ios,32,3.8197525672771193,cohort_C,4.2565270062583584
179,android,434,9.480556871266838,cohort_B,9.83370343220881
180,android,140,6.986530249296109,cohort_A,6.948731080564121
181,android,372,2.7281771546934017,cohort_B,2.8738626762774704
182,ios,26,0.20274304506999866,cohort_B,0.0195065114761184
183,ios,274,2.8319798303773465,cohort_A,2.5837808341020216
184,web,222,5.988876741135166,cohort_B,6.251157370244793
185,android,56,5.380467679684127,cohort_C,6.603711244704203
186,web,225,5.222006841077097,cohort_A,5.121470192322765
187,ios,318,0.2370094477930057,cohort_C,-0.08454517358764402
188,android,305,0.8645422963057936,cohort_A,0.8458451469036693
189,web,26,3.182278942376938,cohort_C,3.370150298569242
190,android,215,4.1568152970340275,cohort_A,3.9771391921115393
191,ios,116,1.6270076300341747,cohort_B,1.7116570651737792
192,web,149,0.5682706375631162,cohort_A,1.238640271513182
193,android,74,0.32528829252003977,cohort_C,0.4768836562383263
194,android,328,2.9115599918787933,cohort_B,3.389204088907901
195,ios,304,7.6706853537966735,cohort_C,7.382525915935456
196,android,89,11.838058549683662,cohort_A,11.947862917730214
197,ios,453,1.264299902992515,cohort_B,1.108679811431198
198,web,311,13.003644865727471,cohort_C,12.523134153005572
199,android,207,0.7794676488583934,cohort_A,0.7088605179148325
200,ios,182,3.5713928277004454,cohort_B,3.3389637815296282
201,android,289,1.7821334531063793,cohort_B,0.856230342226743
202,ios,96,4.2856077843247755,cohort_B,4.179974184995656
203,android,139,3.4491504822218206,cohort_B,2.728138182744408
204,web,237,0.5991000085789471,cohort_C,0.8981173232350996
205,web,292,3.792819401859033,cohort_C,3.9731877942497427
206,android,179,3.3586399089932693,cohort_A,2.3933362474602435
207,ios,404,5.23793664856245,cohort_C,4.50633378622425
208,android,16,3.2085240169479046,cohort_C,2.1372809117958207
209,android,314,3.5332140649743016,cohort_A,4.073503744290608
210,ios,74,3.960120362657795,cohort_C,3.8977211854725224
211,web,3,9.334983347130457,cohort_A,9.659280701297957
212,android,467,3.3232170144004343,cohort_C,3.8372980858266073
213,android,38,5.352635904713804,cohort_C,5.133272957927954
214,web,382,4.9256449783803165,cohort_C,5.103868090047093
215,android,409,4.074055010589661,cohort_B,4.1188294311149996
216,android,272,7.2243863104880015,cohort_C,6.535817382503772
217,ios,388,2.7511952046907924,cohort_B,2.749580990714684
218,ios,110,7.744388148025234,cohort_B,7.469058878981397
219,web,307,11.320376993473282,cohort_A,11.118654033316739
220,ios,137,3.725676943290523,cohort_B,4.4557495261945625
221,android,339,4.915015625290822,cohort_C,4.5899214262010055
222,web,154,2.576882968856603,cohort_C,2.4957528409029304
223,ios,474,9.454940779861783,cohort_C,9.615769150789141
224,web,145,1.6237748852806033,cohort_B,1.6429210534328071
225,web,430,5.517240963888275,cohort_C,5.692153943032074
226,ios,399,2.3356271573277905,cohort_A,2.3987163862930525
227,android,259,7.9681282531343784,cohort_A,7.913143760611813
228,android,284,2.6541423996008118,cohort_B,2.8533240000829445
229,ios,388,0.9423382900855936,cohort_A,0.7518826774850558
230,ios,389,2.128950729924324,cohort_A,2.5946234299926427
231,ios,54,3.0810990081537106,cohort_A,3.5794647917461226
232,ios,88,4.744343875108105,cohort_C,4.916123764439374
233,ios,407,1.523152314811331,cohort_A,1.6132654404849682
234,web,154,2.6902744737952062,cohort_A,2.8617013056546106
235,web,142,2.8389240310847286,cohort_A,2.831347657757347
236,ios,456,3.6085906217840233,cohort_C,4.339139286563412
237,ios,483,1.0535218901719552,cohort_A,1.280959402487972
238,web,308,3.9757294224476767,cohort_C,4.694635108449419
239,android,140,1.081257783486819,cohort_C,1.0928561700236328
240,android,163,6.74399740858428,cohort_A,7.988658419090235
241,ios,341,0.35463292676485136,cohort_B,-0.022422375270062855
242,android,223,7.155865845180051,cohort_A,5.97238431255732
243,web,377,7.672307329524359,cohort_C,7.490476333389115
244,android,45,3.2184270754888398,cohort_A,1.7516476232606193
245,ios,157,9.049268389987398,cohort_C,9.863722252136435
246,android,354,0.3308167581544429,cohort_A,0.9351037566493198
247,web,78,6.230168916731667,cohort_C,6.176230399101778
248,ios,228,2.473826777838006,cohort_B,1.6143805915101195
249,web,388,2.762418500950707,cohort_C,1.8576670438695202
250,web,351,4.782788356386221,cohort_C,3.888163113869611
251,ios,246,4.631676442889421,cohort_B,4.704148104439682
252,android,49,4.844688017664821,cohort_B,4.148523104492478
253,web,330,7.365173175182206,cohort_B,7.8670466322246355
254,android,321,4.727071886688085,cohort_B,4.33113305396628
255,ios,117,4.348741482997505,cohort_A,4.1136471080377
256,web,284,8.850017768743955,cohort_B,9.0416973935834
257,android,241,1.9349135087813223,cohort_B,2.810826613097572
258,web,311,0.6332472017804646,cohort_C,1.006178725714989
259,ios,214,8.130443987114447,cohort_C,8.385557767279442
260,ios,343,3.8157775812224477,cohort_B,4.246069584404164
261,android,17,1.558930132999439,cohort_C,1.4757854854358152
262,ios,357,1.556812440173826,cohort_B,2.293750920024432
263,web,277,6.093789299970721,cohort_B,5.732339602587395
264,ios,257,1.7122482978358633,cohort_B,1.689749363380849
265,android,111,8.721051989028508,cohort_B,8.142197020197667
266,ios,392,1.039164389853827,cohort_C,0.4955981457266986
267,ios,242,3.1718335608205557,cohort_C,3.178478491410365
268,ios,443,0.6236715596517267,cohort_B,0.8058820848959546
269,ios,475,1.1496355499152908,cohort_B,1.5888200805589658
270,android,205,3.669285997924617,cohort_C,3.5686532976038823
271,ios,429,2.9074933598181487,cohort_C,2.308576297390364
272,android,146,0.5181817176575765,cohort_A,0.2034750748188509
273,ios,342,2.714303227546197,cohort_C,2.7368335763370983
274,android,8,2.7099968634688385,cohort_C,2.8239066831046715
275,android,348,2.8124510283501203,cohort_A,4.0226595461902654
276,ios,252,0.9588936040387491,cohort_A,-0.15504669364683143
277,android,130,0.8503945356168435,cohort_A,0.7467502054912336
278,ios,131,2.8631429696846395,cohort_B,2.9278828122473994
279,android,170,6.01662082515351,cohort_C,6.092443449056546
280,ios,159,2.867094297354395,cohort_A,3.31506860701953
281,web,366,6.426397626658102,cohort_B,6.580751878354418
282,ios,160,3.024196159658611,cohort_C,3.1541316230854024
283,ios,376,3.106465273054588,cohort_B,3.436695945236383
284,web,138,10.211631624562747,cohort_A,9.74367077926417
285,ios,241,1.215981550200598,cohort_A,0.8062881426877293
286,web,77,0.8766397344159997,cohort_A,0.6391994569027218
287,web,435,8.654568939284983,cohort_A,9.01127985107436
288,web,11,1.0705317538679568,cohort_B,1.50695078327574
289,web,464,2.873628357380093,cohort_A,2.945030201816566
290,web,291,2.369877872879608,cohort_A,1.9360755496361235
291,android,457,1.226829878895883,cohort_B,0.9849266290618939
292,web,124,9.045971449813653,cohort_C,9.718843467046035
293,android,189,2.4007856407626442,cohort_A,2.989731302581962
294,web,209,4.714012295472923,cohort_A,5.1517282357335255
295,ios,117,0.6075719261695282,cohort_C,0.6634003913619713
296,web,166,2.0468326216316584,cohort_A,1.8948649344149384
297,web,368,14.52587932654903,cohort_A,14.815524410405121
298,web,462,10.533167705274373,cohort_A,10.768762638705152
299,ios,285,4.205517627960661,cohort_B,3.9362207777525824
300,android,394,3.9727349626620154,cohort_B,3.8283076960519713
301,ios,417,3.266302293418037,cohort_B,2.9760266902414925
302,web,415,2.7361953833003048,cohort_A,3.0138291954303047
303,ios,293,6.857514392915744,cohort_A,6.222621039973342
304,ios,385,3.451465032171079,cohort_B,3.7089633593908458
305,ios,440,3.2144491673744713,cohort_A,3.239352133348775
306,web,213,5.097881127304611,cohort_B,5.302359319073643
307,android,433,0.8374103661406745,cohort_C,0.9098969183950166
308,android,172,3.870830995697849,cohort_A,3.098374075089863
309,android,495,2.23766772618343,cohort_C,1.9433588966882083
310,ios,82,3.5015180585621453,cohort_A,2.2679644058023105
311,android,138,2.150346995599258,cohort_A,2.288038393805915
312,android,104,2.687559368764783,cohort_A,2.9348962533188625
313,ios,171,3.2389402785251558,cohort_B,3.25089417968881
314,android,127,3.1076810641128967,cohort_A,2.862782653283828
315,android,499,2.776577833536724,cohort_A,3.0411317050676194
316,web,351,0.5439018660173399,cohort_A,-0.04144053498610056
317,android,105,9.49239562768901,cohort_B,8.99096438167259
318,web,73,6.846227705332388,cohort_A,7.375437552868398
319,android,21,8.084339939043097,cohort_A,8.029284978472685
320,android,186,5.403341017202432,cohort_A,5.483198692144687
321,ios,290,6.399821172318128,cohort_C,5.690112036340316
322,android,84,3.0761563887229513,cohort_C,2.8377726234001246
323,web,310,0.8976933797331343,cohort_C,1.0512948574697054
324,ios,184,1.2716638964899682,cohort_A,0.39236993761628336
325,ios,44,2.351383218937903,cohort_A,1.8594624136545943
326,android,41,1.6138718853908178,cohort_A,1.444128564449834
327,android,109,4.581504222718741,cohort_C,4.327442195960315
328,web,241,7.936571689826721,cohort_A,8.032882338486212
329,ios,105,4.6093195005382155,cohort_A,4.319480159931954
330,web,223,3.3992596268439343,cohort_A,2.95481068847384
331,android,472,6.279286019234512,cohort_B,6.583004892863976
332,web,49,6.3428279283138345,cohort_B,5.426480253417206
333,android,457,4.020106544616436,cohort_C,4.0627426531447135
334,web,42,4.616158756211268,cohort_A,4.934169962966195
335,ios,360,3.623341412434978,cohort_A,2.419175764634633
336,ios,402,1.5706398068280782,cohort_A,2.171532947697887
337,android,30,6.67778943566276,cohort_B,6.535851365108544
338,web,8,0.15552070715254065,cohort_C,0.3696929928696493
339,android,436,1.3200765779366246,cohort_C,0.351291328258575
340,ios,217,3.341947273426433,cohort_B,3.247409597046663
341,web,75,1.2776860783008224,cohort_C,0.31041641894106264
342,web,464,4.843989465219884,cohort_A,4.710552859293791
343,ios,305,2.3661459292206897,cohort_A,2.4754924403877383
344,android,267,6.52676493514985,cohort_A,6.146884934911173
345,ios,69,4.353445649908285,cohort_A,5.195229189320716
346,ios,404,4.674051159226818,cohort_A,4.886203003680384
347,ios,201,0.9971105609684405,cohort_C,0.4371901453364153
348,ios,370,9.835232279072184,cohort_A,9.324702178096755
349,web,79,7.562205038080897,cohort_A,7.586238468231356
350,web,464,6.406353248992794,cohort_C,6.879878427721387
351,web,469,1.892179254707943,cohort_B,1.3870436444298324
352,web,322,2.275329312163342,cohort_C,2.600410757690304
353,android,142,4.763603452067094,cohort_A,4.373972334440673
354,ios,67,1.6582585570586161,cohort_C,1.5240777351480388
355,ios,10,6.265640079508902,cohort_B,6.404234479030314
356,ios,456,4.011171772711249,cohort_C,3.3389559005661296
357,ios,280,3.166699299008335,cohort_A,2.910163619307652
358,ios,310,5.223330080065249,cohort_A,5.369856208173891
359,android,463,0.6902283920613747,cohort_A,1.20643986493533
360,android,422,7.520367245632852,cohort_A,7.32153698096549
361,android,73,1.553736248120052,cohort_A,0.47396060545105945
362,ios,391,4.1269422414710215,cohort_C,4.445256865811941
363,android,212,3.7893035639813584,cohort_B,3.7130191089278983
364,ios,430,6.430660790323177,cohort_B,7.798690346636096
365,ios,179,0.43501981123779454,cohort_A,0.42345675773145813
366,web,18,0.8961290054828277,cohort_A,1.486120641106651
367,android,340,0.7220854306412576,cohort_A,0.26761686239311727
368,ios,387,1.152101891417707,cohort_A,1.9792838805598212
369,android,500,2.153243872123478,cohort_C,1.7569533242210826
370,android,198,2.509154317195604,cohort_A,2.104721916041946
371,web,271,5.60207625688357,cohort_A,5.141860652632599
372,android,343,3.926490142032415,cohort_B,3.8400748093162713
373,ios,375,5.228570287050801,cohort_C,4.963905118387021
374,web,265,1.7796624238259167,cohort_C,2.465222012636144
375,web,255,1.4245746673027235,cohort_C,0.9921178061086047
376,ios,192,5.653045932299388,cohort_B,5.650229475009535
377,web,190,5.056247996123448,cohort_A,5.173313638090579
378,android,125,1.6512190369646738,cohort_B,1.5367745152339651
379,web,341,1.5563075322400572,cohort_A,1.7603555352346927
380,ios,460,1.4856949178172072,cohort_A,1.4910455494795596
381,ios,231,5.852142090869313,cohort_A,5.614956176934508
382,web,374,3.101059222838711,cohort_B,2.8207849351941325
383,android,87,5.218542734135342,cohort_A,4.125582151131876
384,web,58,4.067343730564928,cohort_B,3.565336248822166
385,android,378,7.073013360617208,cohort_C,7.098954064844201
386,ios,497,3.1734361496676615,cohort_B,2.8691601241519287
387,android,479,5.515656368186486,cohort_A,4.700701491227207
388,web,497,1.1246645843084275,cohort_B,0.71357006680219
389,android,421,9.968365578015609,cohort_A,9.859225782266442
390,ios,378,2.89556916790866,cohort_A,2.8395917602303045
391,ios,181,2.7334773188683275,cohort_A,4.177690910236479
392,ios,132,2.6248052398713067,cohort_A,1.5710102163843078
393,web,315,2.933227700433722,cohort_A,2.5724822996456305
394,android,242,10.885921693598705,cohort_B,9.63550844097562
395,ios,76,5.07963282415101,cohort_C,3.8408378762395063
396,android,338,7.800375118039024,cohort_A,7.959493588358743
397,ios,395,0.7474235566406843,cohort_B,-0.038096357621215104
398,android,167,0.7257919073865657,cohort_B,0.4832136096541725
399,ios,358,7.135738415247627,cohort_C,7.60808678972729
400,web,442,5.040194795124021,cohort_B,5.038877305025624
401,android,325,3.748119116150755,cohort_C,4.613582751426443
402,ios,28,0.12057619831171772,cohort_A,0.5702925221873527
403,web,493,0.5689368346200164,cohort_B,1.3495069262823103
404,ios,352,3.313689927601933,cohort_B,3.330360684955028
405,web,214,4.597167689048618,cohort_B,4.39099681613284
406,ios,175,1.615242544546532,cohort_A,1.1749522570096447
407,web,167,6.837543220229184,cohort_A,6.024119870441015
408,android,489,5.724031828465107,cohort_B,5.462619491338545
409,android,96,1.3988242481440272,cohort_B,0.7374386796453867
410,ios,238,8.24745445394235,cohort_C,8.630034180861527
411,ios,37,2.823448009613258,cohort_A,3.3857445077409136
412,ios,383,3.373691770911851,cohort_C,2.8259073602911213
413,web,330,2.617673402894574,cohort_B,2.752424366420066
414,android,297,2.9205243179258003,cohort_C,3.182067048363027
415,android,244,1.7807470700698584,cohort_C,1.3847157906030403
416,android,410,1.1664737319184302,cohort_A,1.6590946048927753
417,ios,278,2.167451471604673,cohort_C,2.4141561728201584
418,ios,408,3.1528851125777484,cohort_B,3.1728708473461413
419,android,446,0.49193214072776215,cohort_A,0.4722550596371585
420,web,34,1.839479097636425,cohort_A,2.138029139435014
421,android,189,2.493847534176369,cohort_B,1.595505488425694
422,ios,288,5.1478240527146415,cohort_C,4.701583218013285
423,web,50,1.3394130544978382,cohort_A,1.5502048100410293
424,web,471,4.607402256260399,cohort_A,5.123773123716706
425,ios,237,11.787940748222736,cohort_C,12.022200424823827
426,web,289,4.293979500253007,cohort_A,3.912326928134739
427,web,456,4.490232415251518,cohort_B,4.6047996930520245
428,android,466,1.4953306674229885,cohort_B,1.3272894085511946
429,android,217,8.458515203770242,cohort_B,8.859707575267326
430,android,7,3.1828328492278875,cohort_B,2.8150687010612194
431,ios,256,1.1901462925625568,cohort_B,1.4983994638593725
432,ios,486,1.355799141910673,cohort_C,1.512402370438647
433,ios,117,6.444880325687559,cohort_B,7.206194610071982
434,ios,228,3.565899777089918,cohort_B,4.15253937177255
435,android,303,16.46310918424243,cohort_B,16.61832660788995
436,ios,466,2.9497527018886993,cohort_C,3.254307008405147
437,web,41,2.671331999673863,cohort_B,2.441518511270645
438,ios,43,1.474655708430169,cohort_B,0.8411710226180278
439,android,146,3.371368816389948,cohort_B,2.6779578222950953
440,android,74,0.6862969439847607,cohort_A,0.9249820418035529
441,android,231,1.5435090475288318,cohort_C,1.327340834758546
442,android,324,3.6499166740712194,cohort_B,3.976130469643354
443,web,232,1.1097123212047493,cohort_A,1.273513455315251
444,ios,359,3.1065937942078743,cohort_B,3.4093108541455814
445,ios,465,3.9668250830366154,cohort_A,3.237506707054793
446,web,199,5.217380638632546,cohort_C,5.4961307355642335
447,web,59,6.133140977140398,cohort_B,5.765201299483025
448,ios,197,11.02468791384238,cohort_C,10.363806515894025
449,android,475,2.4009640366882197,cohort_B,1.8525002862902897
450,ios,477,3.2806358353536993,cohort_A,2.802682192884466
451,ios,428,5.48269977453434,cohort_B,5.134073678030301
452,web,38,3.6605591649640346,cohort_B,3.871315180715591
453,android,286,0.585835750650608,cohort_A,-0.24981376911862552
454,android,386,2.283724533826568,cohort_C,2.1716952418020172
455,web,375,2.4748382663907345,cohort_B,3.829409625284814
456,ios,10,2.9190041889730267,cohort_A,3.513269895902363
457,ios,406,2.759341449985497,cohort_B,1.5344570163432394
458,ios,222,5.982537839407161,cohort_A,5.615531646945818
459,web,282,1.6602825367793803,cohort_B,1.288768072360731
460,web,350,2.878795829482401,cohort_B,2.622390513978103
461,android,29,0.747578358610595,cohort_A,0.27129774025368103
462,android,208,5.521897146761122,cohort_A,5.13822771460067
463,android,309,3.6096702646315433,cohort_C,3.979506273507414
464,web,210,7.50108344672338,cohort_C,7.87164094612495
465,android,163,1.0974100713670378,cohort_C,1.4407851119230841
466,ios,252,0.9578201411168434,cohort_A,0.5991780615074458
467,web,76,5.884656739753852,cohort_B,5.295373948895631
468,ios,179,7.701382985958489,cohort_A,7.957981237862789
469,ios,385,2.1832359902843383,cohort_B,2.3015733127861107
470,android,8,1.1673991981005705,cohort_A,0.5938408026955463
471,ios,460,7.160900732700095,cohort_A,6.887121270994358
472,web,79,0.8277348166539844,cohort_B,0.5013228388088641
473,ios,460,9.60592129547991,cohort_B,9.326015251151503
474,ios,254,5.097348078020998,cohort_A,5.1031010836471316
475,web,498,6.598201769951547,cohort_A,6.993099880591581
476,ios,290,4.2076942677365645,cohort_C,3.7467504802709586
