user_id,treat,received,block,platform,cluster_id,signup_cohort,baseline_activity,pre_metric,assignment_date
37,0,0,4,android,136,cohort_B,2.3526321017693315,2.450681191582422,2026-04-16
38,1,0,10,web,20,cohort_A,8.71457431637827,9.242944549151424,2026-04-16
39,1,1,4,web,288,cohort_C,2.3428651915682908,2.098424418364701,2026-04-16
40,1,1,3,android,86,cohort_A,1.6661300329175035,1.8919920333836786,2026-04-16
41,0,0,9,android,197,cohort_A,6.074533127523042,5.699203321574225,2026-04-16
42,0,0,7,ios,177,cohort_B,4.108836606924223,3.3345896235423127,2026-04-16
43,1,1,7,ios,330,cohort_C,4.6955974134333065,3.665460871357062,2026-04-16
44,1,1,10,android,472,cohort_A,11.704128907279193,11.490208775081515,2026-04-16
45,0,0,5,web,164,cohort_B,3.06735925643853,3.682935532770189,2026-04-16
46,0,0,8,ios,317,cohort_B,5.069945997419541,4.9499027712427415,2026-04-16
47,1,1,5,android,496,cohort_C,2.8842822788759164,3.1583904710069963,2026-04-16
48,1,1,5,web,165,cohort_A,2.758001618893561,2.9538836377142443,2026-04-16
49,0,0,1,android,97,cohort_B,0.7274825432692764,0.43096331855570397,2026-04-16
50,1,1,2,android,369,cohort_A,1.1400727651459104,1.0303577109840127,2026-04-16
51,0,0,8,ios,84,cohort_A,5.32505935148033,5.488632182565853,2026-04-16
52,1,1,9,web,167,cohort_B,7.748824969533503,7.992047270662651,2026-04-16
53,1,1,4,android,267,cohort_C,2.749041276152707,2.3485675928280676,2026-04-16
54,0,0,4,android,351,cohort_C,2.6200209200934883,2.22200715849316,2026-04-16
55,0,0,7,ios,226,cohort_A,4.809064563578715,4.222402404450435,2026-04-16
56,0,0,7,ios,410,cohort_A,4.869690446916193,3.9769751781284257,2026-04-16
57,1,1,8,android,491,cohort_A,5.928231921836811,5.678439493647958,2026-04-16
58,1,1,6,android,217,cohort_B,3.6647891842314273,3.569376874617378,2026-04-16
59,0,0,8,web,24,cohort_A,5.130695389157604,5.287508634286986,2026-04-16
60,1,1,2,android,157,cohort_A,1.2530227930838442,1.020086579966628,2026-04-16
61,0,0,7,android,1,cohort_A,4.8181710070402275,4.2717824499553245,2026-04-16
62,0,0,3,android,69,cohort_A,2.050697041332243,2.675812746129643,2026-04-16
63,1,0,4,android,380,cohort_C,2.4853041008506294,2.6668938869808185,2026-04-16
64,1,1,8,android,342,cohort_A,4.949214342637792,4.665303342680388,2026-04-16
65,1,1,7,web,103,cohort_B,4.06337223894198,3.528315848474413,2026-04-16
66,1,1,1,ios,96,cohort_A,0.7918383770565669,0.6383750113881403,2026-04-16
67,1,1,1,web,338,cohort_C,0.487096396503833,-0.031226860537370282,2026-04-16
68,1,1,5,ios,383,cohort_A,3.340696047876239,3.7472778817616934,2026-04-16
69,1,1,3,ios,495,cohort_B,1.8997159241299242,2.809051528137194,2026-04-16
70,1,1,5,android,340,cohort_C,3.2197548336974338,3.0040555325171203,2026-04-16
71,1,1,4,ios,294,cohort_C,2.203283307870394,1.5432801565575929,2026-04-16
72,1,1,4,web,121,cohort_A,2.7083532534541983,2.3601176273358626,2026-04-16
73,1,1,6,android,475,cohort_B,3.649208737742657,3.8562013250603813,2026-04-16
74,1,0,2,web,328,cohort_C,1.61248706722161,1.4845545683561727,2026-04-16
75,1,0,10,ios,88,cohort_A,10.734907096832801,11.469083050116257,2026-04-16
76,1,1,2,android,462,cohort_B,1.402970628940682,2.135001442942755,2026-04-16
77,1,0,1,android,421,cohort_A,0.5810704391558219,0.5632963321189646,2026-04-16
78,1,0,10,ios,314,cohort_B,8.832130719375487,8.950309441624801,2026-04-16
79,1,0,3,ios,355,cohort_C,2.0703288151781285,2.1147330441728838,2026-04-16
80,0,0,1,android,337,cohort_C,0.8261763563726126,0.6263208861778286,2026-04-16
81,0,0,1,ios,265,cohort_C,1.0359892211169817,0.8238820687516495,2026-04-16
82,1,1,5,android,177,cohort_A,2.8339647305880673,2.9261971339378534,2026-04-16
83,0,0,8,android,281,cohort_A,5.393952240616947,5.074745295856611,2026-04-16
84,1,0,5,android,378,cohort_A,3.2443573912724695,3.4458760215561917,2026-04-16
85,0,0,9,web,430,cohort_A,7.38415598167321,6.145973188878578,2026-04-16
86,1,1,1,web,375,cohort_A,0.8574514520238876,1.4206781206934553,2026-04-16
87,1,1,1,android,414,cohort_A,0.5511108264915302,1.0542035581799705,2026-04-16
88,0,0,8,ios,190,cohort_B,5.984230175674473,6.429025933816922,2026-04-16
89,1,0,3,ios,204,cohort_A,1.725206614244919,2.14452961252393,2026-04-16
90,0,0,3,android,226,cohort_B,2.107036088372922,2.376838604238122,2026-04-16
91,0,0,8,web,98,cohort_B,5.999810934685912,5.580261142581966,2026-04-16
92,1,0,8,web,343,cohort_A,5.197187271964497,5.005721061008661,2026-04-16
93,1,1,1,android,227,cohort_C,1.0097914231200122,0.2651561945623284,2026-04-16
94,0,0,9,web,451,cohort_A,6.058135154975388,6.691922170683327,2026-04-16
95,0,0,6,android,25,cohort_A,3.8668661367289032,3.1001061807070593,2026-04-16
96,0,0,1,android,351,cohort_B,0.24452942712873418,0.09554841714117826,2026-04-16
97,0,0,8,ios,198,cohort_B,5.918485728509894,5.742385381530648,2026-04-16
98,1,1,4,android,500,cohort_C,2.4977730541958705,2.050400726389408,2026-04-16
99,1,0,7,ios,29,cohort_B,4.07243223997509,4.039774403019432,2026-04-16
100,1,0,4,ios,415,cohort_C,2.2854267609904984,3.301552567462587,2026-04-16
101,0,0,6,android,40,cohort_A,3.9640172742480737,3.736730133304202,2026-04-16
102,1,1,4,android,296,cohort_B,2.6097319498039666,2.6050166973362097,2026-04-16
103,0,0,9,ios,465,cohort_B,6.04645751015787,6.103959811251237,2026-04-16
104,0,0,2,ios,253,cohort_C,1.5828564700320897,2.3651855044673296,2026-04-16
105,1,1,3,ios,481,cohort_A,1.7700578478492777,1.9585968883948732,2026-04-16
106,1,1,5,android,19,cohort_C,3.024059973364417,3.270136283175757,2026-04-16
107,1,1,4,web,176,cohort_C,2.691652416474041,2.5970224139025864,2026-04-16
108,1,1,6,android,423,cohort_B,3.757302955774453,4.874459438063866,2026-04-16
109,0,0,5,web,185,cohort_A,3.002552770467735,2.830113385492859,2026-04-16
110,0,0,8,android,429,cohort_C,5.46980966154833,5.328549454231274,2026-04-16
111,1,1,2,ios,8,cohort_C,1.335177978660757,1.5907295800291132,2026-04-16
112,1,1,9,android,247,cohort_B,6.391422927689251,6.2274950062061,2026-04-16
113,0,0,4,ios,399,cohort_A,2.4305108143334664,1.6392864434288732,2026-04-16
114,1,1,10,web,471,cohort_A,10.339129434959242,9.924930620353484,2026-04-16
115,1,1,2,ios,7,cohort_B,1.2471048812930072,0.8519437546248331,2026-04-16
116,0,0,5,android,393,cohort_A,3.2146057982044884,2.9933327944256263,2026-04-16
117,0,0,10,android,236,cohort_A,10.626239058655631,9.802159946007786,2026-04-16
118,0,0,6,android,349,cohort_A,3.7459758450351517,3.8045012096474466,2026-04-16
119,1,1,3,ios,240,cohort_C,1.8265251253829826,1.7295821906445106,2026-04-16
120,1,1,5,web,191,cohort_A,2.7827910384087735,2.565974612051418,2026-04-16
121,1,1,3,web,362,cohort_A,1.8121931499473654,1.8708575191064565,2026-04-16
122,0,0,4,ios,268,cohort_C,2.466422422739395,2.972379043517604,2026-04-16
123,1,1,10,ios,246,cohort_B,9.35045766384435,9.84334350606037,2026-04-16
124,1,1,10,android,242,cohort_A,9.617123404242054,9.236579462340949,2026-04-16
125,0,0,3,web,466,cohort_A,1.7992847210076433,1.2096568931259868,2026-04-16
126,0,0,6,web,168,cohort_B,4.037730871143948,3.8968100677664896,2026-04-16
127,1,1,8,ios,417,cohort_A,5.190336174668974,5.229782278955901,2026-04-16
128,0,0,8,android,43,cohort_A,4.954169993076275,4.17046869734514,2026-04-16
129,1,1,6,web,166,cohort_B,3.9129887276546937,3.6947440379610557,2026-04-16
130,0,0,3,android,323,cohort_B,2.0922880862664885,1.4863183725554112,2026-04-16
131,1,1,9,web,302,cohort_A,6.091639151262356,7.059982252675504,2026-04-16
132,0,0,3,ios,59,cohort_A,2.1610462494993565,1.9705181434309107,2026-04-16
133,1,1,3,android,405,cohort_B,2.117168556084971,3.0452975670834914,2026-04-16
134,1,1,6,web,71,cohort_C,3.5101441377160048,3.746841983907916,2026-04-16
135,0,0,5,web,422,cohort_B,3.1935131538068546,3.8193153482570397,2026-04-16
136,1,0,4,ios,345,cohort_B,2.266264926451479,2.872875303622365,2026-04-16
137,0,0,10,android,179,cohort_C,8.317573418011174,9.174421768599288,2026-04-16
138,1,1,5,ios,130,cohort_A,3.138951956019604,2.632708331018664,2026-04-16
139,1,0,4,android,304,cohort_C,2.457140886204082,2.2786679860025716,2026-04-16
140,0,0,9,android,241,cohort_C,7.214713368175628,7.468048280662225,2026-04-16
141,1,1,7,ios,455,cohort_C,4.386572732041082,4.518452076534541,2026-04-16
142,0,0,8,ios,138,cohort_A,5.55334955831476,6.0247451916875745,2026-04-16
143,1,1,3,web,319,cohort_B,1.984147736874865,2.723223371519963,2026-04-16
144,0,0,9,android,166,cohort_A,6.940703471010257,6.937749164849005,2026-04-16
145,0,0,7,android,452,cohort_A,4.625535298357644,3.3335301261275694,2026-04-16
146,0,0,3,web,126,cohort_C,2.060908775395437,1.671022388835766,2026-04-16
147,0,0,2,web,369,cohort_A,1.6110302207907703,1.876514603812795,2026-04-16
148,1,1,5,ios,99,cohort_A,3.2659898753854812,3.0803307980465693,2026-04-16
149,1,0,6,web,263,cohort_A,3.8886641872305545,4.712098211695276,2026-04-16
150,1,1,3,web,463,cohort_A,1.7365313032069505,2.5111403032533532,2026-04-16
151,1,0,8,ios,388,cohort_B,5.979604788811014,5.319541473939066,2026-04-16
152,0,0,2,web,164,cohort_B,1.3295026909314764,1.4854492217409658,2026-04-16
153,1,0,5,ios,499,cohort_C,3.295269859614208,2.5263124159832815,2026-04-16
154,0,0,10,ios,451,cohort_A,7.974548175800176,8.83264056185682,2026-04-16
155,0,0,10,android,363,cohort_A,15.112250944549993,15.817308572989461,2026-04-16
156,1,1,6,ios,390,cohort_B,3.558683634535745,3.940224988213401,2026-04-16
157,0,0,1,android,211,cohort_C,0.769908249781985,0.5641333543456177,2026-04-16
158,0,0,10,web,5,cohort_A,9.253231297731636,8.750174753743666,2026-04-16
159,0,0,2,android,80,cohort_C,1.4654801502998158,1.470318445878728,2026-04-16
160,1,0,5,android,208,cohort_A,3.206301833363129,3.4938555309261434,2026-04-16
161,1,0,1,android,466,cohort_B,0.7807061253891017,-0.07526843597807276,2026-04-16
162,1,0,4,web,276,cohort_C,2.3614928654196197,2.442031878561825,2026-04-16
163,0,0,6,android,335,cohort_A,3.6984160565462227,4.830424946198002,2026-04-16
164,1,0,7,ios,91,cohort_B,4.482704130619416,4.645079909124975,2026-04-16
165,1,1,5,android,239,cohort_C,2.8603008637828027,2.1434025988391356,2026-04-16
166,1,0,4,web,12,cohort_C,2.7393747477570587,1.7113652659036847,2026-04-16
167,0,0,8,ios,427,cohort_B,5.562938229011531,5.194365207099626,2026-04-16
168,1,1,4,web,199,cohort_A,2.403007459322846,2.36098879669909,2026-04-16
169,1,1,9,web,320,cohort_C,7.391089710771645,7.969939472295112,2026-04-16
170,0,0,1,android,392,cohort_B,0.5345330413183467,1.0067009629084636,2026-04-16
171,1,1,4,web,259,cohort_A,2.373030549111359,2.0835404684660928,2026-04-16
172,0,0,5,ios,168,cohort_A,2.825500211924292,2.0936578192268533,2026-04-16
173,0,0,9,web,57,cohort_A,6.626123186694781,6.996217456596709,2026-04-16
174,0,0,3,web,67,cohort_B,2.1583921916708264,1.528802401424271,2026-04-16
175,1,1,8,web,260,cohort_A,5.936057839780531,6.135748908790866,2026-04-16
176,1,0,6,ios,387,cohort_A,3.802457884218123,3.593572506130378,2026-04-16
177,1,1,8,ios,491,cohort_A,5.383488394439322,4.77937475778779,2026-04-16
178,1,1,6,ios,32,cohort_C,3.8197525672771193,4.2565270062583584,2026-04-16
179,0,0,10,android,434,cohort_B,9.480556871266838,9.83370343220881,2026-04-16
180,1,0,9,android,140,cohort_A,6.986530249296109,6.948731080564121,2026-04-16
181,0,0,4,android,372,cohort_B,2.7281771546934017,2.8738626762774704,2026-04-16
182,1,1,1,ios,26,cohort_B,0.20274304506999866,0.0195065114761184,2026-04-16
183,1,1,5,ios,274,cohort_A,2.8319798303773465,2.5837808341020216,2026-04-16
184,0,0,8,web,222,cohort_B,5.988876741135166,6.251157370244793,2026-04-16
185,1,1,8,android,56,cohort_C,5.380467679684127,6.603711244704203,2026-04-16
186,1,1,8,web,225,cohort_A,5.222006841077097,5.121470192322765,2026-04-16
187,0,0,1,ios,318,cohort_C,0.2370094477930057,-0.08454517358764402,2026-04-16
188,1,1,1,android,305,cohort_A,0.8645422963057936,0.8458451469036693,2026-04-16
189,0,0,5,web,26,cohort_C,3.182278942376938,3.370150298569242,2026-04-16
190,1,1,7,android,215,cohort_A,4.1568152970340275,3.9771391921115393,2026-04-16
191,0,0,2,ios,116,cohort_B,1.6270076300341747,1.7116570651737792,2026-04-16
192,0,0,1,web,149,cohort_A,0.5682706375631162,1.238640271513182,2026-04-16
193,1,1,1,android,74,cohort_C,0.32528829252003977,0.4768836562383263,2026-04-16
194,1,1,5,android,328,cohort_B,2.9115599918787933,3.389204088907901,2026-04-16
195,0,0,9,ios,304,cohort_C,7.6706853537966735,7.382525915935456,2026-04-16
196,0,0,10,android,89,cohort_A,11.838058549683662,11.947862917730214,2026-04-16
197,1,1,2,ios,453,cohort_B,1.264299902992515,1.108679811431198,2026-04-16
198,1,1,10,web,311,cohort_C,13.003644865727471,12.523134153005572,2026-04-16
199,0,0,1,android,207,cohort_A,0.7794676488583934,0.7088605179148325,2026-04-16
200,1,1,6,ios,182,cohort_B,3.5713928277004454,3.3389637815296282,2026-04-16
201,0,0,3,android,289,cohort_B,1.7821334531063793,0.856230342226743,2026-04-16
202,0,0,7,ios,96,cohort_B,4.2856077843247755,4.179974184995656,2026-04-16
203,0,0,6,android,139,cohort_B,3.4491504822218206,2.728138182744408,2026-04-16
204,1,0,1,web,237,cohort_C,0.5991000085789471,0.8981173232350996,2026-04-16
205,1,0,6,web,292,cohort_C,3.792819401859033,3.9731877942497427,2026-04-16
206,0,0,5,android,179,cohort_A,3.3586399089932693,2.3933362474602435,2026-04-16
207,0,0,8,ios,404,cohort_C,5.23793664856245,4.50633378622425,2026-04-16
208,0,0,5,android,16,cohort_C,3.2085240169479046,2.1372809117958207,2026-04-16
209,1,0,6,android,314,cohort_A,3.5332140649743016,4.073503744290608,2026-04-16
210,0,0,6,ios,74,cohort_C,3.960120362657795,3.8977211854725224,2026-04-16
211,0,0,10,web,3,cohort_A,9.334983347130457,9.659280701297957,2026-04-16
212,0,0,5,android,467,cohort_C,3.3232170144004343,3.8372980858266073,2026-04-16
213,1,1,8,android,38,cohort_C,5.352635904713804,5.133272957927954,2026-04-16
214,1,1,8,web,382,cohort_C,4.9256449783803165,5.103868090047093,2026-04-16
215,1,1,7,android,409,cohort_B,4.074055010589661,4.1188294311149996,2026-04-16
216,1,1,9,android,272,cohort_C,7.2243863104880015,6.535817382503772,2026-04-16
217,0,0,4,ios,388,cohort_B,2.7511952046907924,2.749580990714684,2026-04-16
218,0,0,9,ios,110,cohort_B,7.744388148025234,7.469058878981397,2026-04-16
219,0,0,10,web,307,cohort_A,11.320376993473282,11.118654033316739,2026-04-16
220,0,0,6,ios,137,cohort_B,3.725676943290523,4.4557495261945625,2026-04-16
221,0,0,8,android,339,cohort_C,4.915015625290822,4.5899214262010055,2026-04-16
222,1,1,4,web,154,cohort_C,2.576882968856603,2.4957528409029304,2026-04-16
223,1,0,10,ios,474,cohort_C,9.454940779861783,9.615769150789141,2026-04-16
224,1,1,2,web,145,cohort_B,1.6237748852806033,1.6429210534328071,2026-04-16
225,0,0,8,web,430,cohort_C,5.517240963888275,5.692153943032074,2026-04-16
226,1,1,4,ios,399,cohort_A,2.3356271573277905,2.3987163862930525,2026-04-16
227,1,1,10,android,259,cohort_A,7.9681282531343784,7.913143760611813,2026-04-16
228,1,1,4,android,284,cohort_B,2.6541423996008118,2.8533240000829445,2026-04-16
229,0,0,1,ios,388,cohort_A,0.9423382900855936,0.7518826774850558,2026-04-16
230,0,0,3,ios,389,cohort_A,2.128950729924324,2.5946234299926427,2026-04-16
231,1,1,5,ios,54,cohort_A,3.0810990081537106,3.5794647917461226,2026-04-16
232,0,0,7,ios,88,cohort_C,4.744343875108105,4.916123764439374,2026-04-16
233,1,1,2,ios,407,cohort_A,1.523152314811331,1.6132654404849682,2026-04-16
234,1,1,4,web,154,cohort_A,2.6902744737952062,2.8617013056546106,2026-04-16
235,0,0,5,web,142,cohort_A,2.8389240310847286,2.831347657757347,2026-04-16
236,0,0,6,ios,456,cohort_C,3.6085906217840233,4.339139286563412,2026-04-16
237,0,0,1,ios,483,cohort_A,1.0535218901719552,1.280959402487972,2026-04-16
238,1,1,6,web,308,cohort_C,3.9757294224476767,4.694635108449419,2026-04-16
239,0,0,2,android,140,cohort_C,1.081257783486819,1.0928561700236328,2026-04-16
240,1,1,9,android,163,cohort_A,6.74399740858428,7.988658419090235,2026-04-16
241,1,1,1,ios,341,cohort_B,0.35463292676485136,-0.022422375270062855,2026-04-16
242,0,0,9,android,223,cohort_A,7.155865845180051,5.97238431255732,2026-04-16
243,1,1,9,web,377,cohort_C,7.672307329524359,7.490476333389115,2026-04-16
244,1,1,5,android,45,cohort_A,3.2184270754888398,1.7516476232606193,2026-04-16
245,1,1,10,ios,157,cohort_C,9.049268389987398,9.863722252136435,2026-04-16
246,0,0,1,android,354,cohort_A,0.3308167581544429,0.9351037566493198,2026-04-16
247,0,0,9,web,78,cohort_C,6.230168916731667,6.176230399101778,2026-04-16
248,0,0,4,ios,228,cohort_B,2.473826777838006,1.6143805915101195,2026-04-16
249,1,1,5,web,388,cohort_C,2.762418500950707,1.8576670438695202,2026-04-16
250,0,0,7,web,351,cohort_C,4.782788356386221,3.888163113869611,2026-04-16
251,1,0,7,ios,246,cohort_B,4.631676442889421,4.704148104439682,2026-04-16
252,1,1,7,android,49,cohort_B,4.844688017664821,4.148523104492478,2026-04-16
253,0,0,9,web,330,cohort_B,7.365173175182206,7.8670466322246355,2026-04-16
254,1,1,7,android,321,cohort_B,4.727071886688085,4.33113305396628,2026-04-16
255,0,0,7,ios,117,cohort_A,4.348741482997505,4.1136471080377,2026-04-16
256,0,0,10,web,284,cohort_B,8.850017768743955,9.0416973935834,2026-04-16
257,1,0,3,android,241,cohort_B,1.9349135087813223,2.810826613097572,2026-04-16
258,1,1,1,web,311,cohort_C,0.6332472017804646,1.006178725714989,2026-04-16
259,0,0,10,ios,214,cohort_C,8.130443987114447,8.385557767279442,2026-04-16
260,1,1,6,ios,343,cohort_B,3.8157775812224477,4.246069584404164,2026-04-16
261,1,1,2,android,17,cohort_C,1.558930132999439,1.4757854854358152,2026-04-16
262,0,0,2,ios,357,cohort_B,1.556812440173826,2.293750920024432,2026-04-16
263,0,0,9,web,277,cohort_B,6.093789299970721,5.732339602587395,2026-04-16
264,0,0,3,ios,257,cohort_B,1.7122482978358633,1.689749363380849,2026-04-16
265,0,0,10,android,111,cohort_B,8.721051989028508,8.142197020197667,2026-04-16
266,0,0,1,ios,392,cohort_C,1.039164389853827,0.4955981457266986,2026-04-16
267,1,1,5,ios,242,cohort_C,3.1718335608205557,3.178478491410365,2026-04-16
268,1,1,1,ios,443,cohort_B,0.6236715596517267,0.8058820848959546,2026-04-16
269,1,1,2,ios,475,cohort_B,1.1496355499152908,1.5888200805589658,2026-04-16
270,0,0,6,android,205,cohort_C,3.669285997924617,3.5686532976038823,2026-04-16
271,0,0,5,ios,429,cohort_C,2.9074933598181487,2.308576297390364,2026-04-16
272,0,0,1,android,146,cohort_A,0.5181817176575765,0.2034750748188509,2026-04-16
273,1,0,4,ios,342,cohort_C,2.714303227546197,2.7368335763370983,2026-04-16
274,1,1,4,android,8,cohort_C,2.7099968634688385,2.8239066831046715,2026-04-16
275,1,1,5,android,348,cohort_A,2.8124510283501203,4.0226595461902654,2026-04-16
276,0,0,1,ios,252,cohort_A,0.9588936040387491,-0.15504669364683143,2026-04-16
277,1,1,1,android,130,cohort_A,0.8503945356168435,0.7467502054912336,2026-04-16
278,1,1,5,ios,131,cohort_B,2.8631429696846395,2.9278828122473994,2026-04-16
279,1,1,9,android,170,cohort_C,6.01662082515351,6.092443449056546,2026-04-16
280,0,0,5,ios,159,cohort_A,2.867094297354395,3.31506860701953,2026-04-16
281,0,0,9,web,366,cohort_B,6.426397626658102,6.580751878354418,2026-04-16
282,1,0,5,ios,160,cohort_C,3.024196159658611,3.1541316230854024,2026-04-16
283,0,0,5,ios,376,cohort_B,3.106465273054588,3.436695945236383,2026-04-16
284,0,0,10,web,138,cohort_A,10.211631624562747,9.74367077926417,2026-04-16
285,0,0,2,ios,241,cohort_A,1.215981550200598,0.8062881426877293,2026-04-16
286,0,0,1,web,77,cohort_A,0.8766397344159997,0.6391994569027218,2026-04-16
287,1,1,10,web,435,cohort_A,8.654568939284983,9.01127985107436,2026-04-16
288,0,0,2,web,11,cohort_B,1.0705317538679568,1.50695078327574,2026-04-16
289,0,0,5,web,464,cohort_A,2.873628357380093,2.945030201816566,2026-04-16
290,0,0,4,web,291,cohort_A,2.369877872879608,1.9360755496361235,2026-04-16
291,1,1,2,android,457,cohort_B,1.226829878895883,0.9849266290618939,2026-04-16
292,0,0,10,web,124,cohort_C,9.045971449813653,9.718843467046035,2026-04-16
293,0,0,4,android,189,cohort_A,2.4007856407626442,2.989731302581962,2026-04-16
294,1,1,7,web,209,cohort_A,4.714012295472923,5.1517282357335255,2026-04-16
295,0,0,1,ios,117,cohort_C,0.6075719261695282,0.6634003913619713,2026-04-16
296,0,0,3,web,166,cohort_A,2.0468326216316584,1.8948649344149384,2026-04-16
297,1,1,10,web,368,cohort_A,14.52587932654903,14.815524410405121,2026-04-16
298,1,1,10,web,462,cohort_A,10.533167705274373,10.768762638705152,2026-04-16
299,0,0,7,ios,285,cohort_B,4.205517627960661,3.9362207777525824,2026-04-16
300,0,0,6,android,394,cohort_B,3.9727349626620154,3.8283076960519713,2026-04-16
301,1,0,5,ios,417,cohort_B,3.266302293418037,2.9760266902414925,2026-04-16
302,0,0,4,web,415,cohort_A,2.7361953833003048,3.0138291954303047,2026-04-16
303,0,0,9,ios,293,cohort_A,6.857514392915744,6.222621039973342,2026-04-16
304,0,0,6,ios,385,cohort_B,3.451465032171079,3.7089633593908458,2026-04-16
305,1,1,5,ios,440,cohort_A,3.2144491673744713,3.239352133348775,2026-04-16
306,1,1,8,web,213,cohort_B,5.097881127304611,5.302359319073643,2026-04-16
307,1,1,1,android,433,cohort_C,0.8374103661406745,0.9098969183950166,2026-04-16
308,1,1,6,android,172,cohort_A,3.870830995697849,3.098374075089863,2026-04-16
309,1,1,4,android,495,cohort_C,2.23766772618343,1.9433588966882083,2026-04-16
310,1,0,6,ios,82,cohort_A,3.5015180585621453,2.2679644058023105,2026-04-16
311,1,0,3,android,138,cohort_A,2.150346995599258,2.288038393805915,2026-04-16
312,1,1,4,android,104,cohort_A,2.687559368764783,2.9348962533188625,2026-04-16
313,1,1,5,ios,171,cohort_B,3.2389402785251558,3.25089417968881,2026-04-16
314,1,1,5,android,127,cohort_A,3.1076810641128967,2.862782653283828,2026-04-16
315,1,1,5,android,499,cohort_A,2.776577833536724,3.0411317050676194,2026-04-16
316,1,1,1,web,351,cohort_A,0.5439018660173399,-0.04144053498610056,2026-04-16
317,1,1,10,android,105,cohort_B,9.49239562768901,8.99096438167259,2026-04-16
318,1,1,9,web,73,cohort_A,6.846227705332388,7.375437552868398,2026-04-16
319,1,1,10,android,21,cohort_A,8.084339939043097,8.029284978472685,2026-04-16
320,0,0,8,android,186,cohort_A,5.403341017202432,5.483198692144687,2026-04-16
321,0,0,9,ios,290,cohort_C,6.399821172318128,5.690112036340316,2026-04-16
322,0,0,5,android,84,cohort_C,3.0761563887229513,2.8377726234001246,2026-04-16
323,1,1,1,web,310,cohort_C,0.8976933797331343,1.0512948574697054,2026-04-16
324,0,0,2,ios,184,cohort_A,1.2716638964899682,0.39236993761628336,2026-04-16
325,0,0,4,ios,44,cohort_A,2.351383218937903,1.8594624136545943,2026-04-16
326,1,1,2,android,41,cohort_A,1.6138718853908178,1.444128564449834,2026-04-16
327,0,0,7,android,109,cohort_C,4.581504222718741,4.327442195960315,2026-04-16
328,0,0,10,web,241,cohort_A,7.936571689826721,8.032882338486212,2026-04-16
329,1,1,7,ios,105,cohort_A,4.6093195005382155,4.319480159931954,2026-04-16
