date,t,y
2025-04-29,485,20.629007365161875
2025-04-30,486,22.06865390125303
2025-05-01,487,21.469749701284528
2025-05-02,488,21.083232458880456
2025-05-03,489,22.713023121843307
2025-05-04,490,21.74533549866577
2025-05-05,491,20.51920745384501
2025-05-06,492,20.622212386799657
2025-05-07,493,19.303662713011825
2025-05-08,494,18.402445598980503
2025-05-09,495,17.057886470972733
2025-05-10,496,18.462752266126454
2025-05-11,497,20.11560037890599
2025-05-12,498,20.985415434682235
2025-05-13,499,21.518186474219473
2025-05-14,500,20.617987196552768
2025-05-15,501,20.31463554257381
2025-05-16,502,19.469669674051826
2025-05-17,503,19.24608565577807
2025-05-18,504,21.090368702523516
2025-05-19,505,22.955758704828657
2025-05-20,506,23.873781922072986
2025-05-21,507,21.349900275467224
2025-05-22,508,19.55289816755921
2025-05-23,509,17.252403536059315
2025-05-24,510,17.880743272775135
2025-05-25,511,19.738435498106476
2025-05-26,512,20.73237967821889
2025-05-27,513,23.070982596183708
2025-05-28,514,21.46151202784734
2025-05-29,515,19.120384459159066
2025-05-30,516,19.29026992701478
2025-05-31,517,19.642855273597927
2025-06-01,518,21.06632707996404
2025-06-02,519,22.081098311724514
2025-06-03,520,22.309564601444926
2025-06-04,521,19.29913482333585
2025-06-05,522,18.126233804198225
2025-06-06,523,17.534242876669474
2025-06-07,524,18.052539524440427
2025-06-08,525,19.08358760875036
2025-06-09,526,20.950348486337077
2025-06-10,527,21.980693963104258
2025-06-11,528,20.125026864705877
2025-06-12,529,20.124982065400776
2025-06-13,530,20.058522303071058
2025-06-14,531,20.55605555557453
2025-06-15,532,19.790370179418883
2025-06-16,533,21.486520695872883
2025-06-17,534,21.859918810146784
2025-06-18,535,22.188044017248483
2025-06-19,536,22.612495603060083
2025-06-20,537,22.72670584947681
2025-06-21,538,21.986248966940014
2025-06-22,539,22.185015693110305
2025-06-23,540,23.283406263492644
2025-06-24,541,21.879259056143933
2025-06-25,542,19.838051960328063
2025-06-26,543,18.87711337873548
2025-06-27,544,19.980208431786057
2025-06-28,545,19.80625317491866
2025-06-29,546,22.321474025831655
2025-06-30,547,20.00104301266718
2025-07-01,548,19.322556469739165
2025-07-02,549,19.552189687914034
2025-07-03,550,20.101028035032222
2025-07-04,551,19.534560945944364
2025-07-05,552,19.8010578629107
2025-07-06,553,20.74277467195987
2025-07-07,554,20.049103581334492
2025-07-08,555,22.148071140600422
2025-07-09,556,20.8786982369922
2025-07-10,557,21.21359670780655
2025-07-11,558,20.30583026400544
2025-07-12,559,21.515196051472813
2025-07-13,560,22.370963970759927
2025-07-14,561,22.81264986939736
2025-07-15,562,23.061569000470122
2025-07-16,563,20.731258956633255
2025-07-17,564,20.083257845529932
2025-07-18,565,21.406673743600066
2025-07-19,566,22.519777489868936
2025-07-20,567,21.74466034204175
2025-07-21,568,23.066912852626714
2025-07-22,569,23.297558177248057
2025-07-23,570,23.223817810767855
2025-07-24,571,21.840544659068648
2025-07-25,572,20.648365857157973
2025-07-26,573,22.0983145760535
2025-07-27,574,22.721129599031787
2025-07-28,575,24.500396340278588
2025-07-29,576,25.00472876281875
2025-07-30,577,23.240803169752464
2025-07-31,578,21.639431982529196
2025-08-01,579,22.72997904453652
2025-08-02,580,22.3612146969288
2025-08-03,581,21.965989685968818
2025-08-04,582,21.603047796856316
2025-08-05,583,23.1701984415075
2025-08-06,584,22.58213942351547
2025-08-07,585,20.635208871303256
2025-08-08,586,20.870986419477255
2025-08-09,587,21.17013586025627
2025-08-10,588,20.338941794728722
2025-08-11,589,22.383195500246092
2025-08-12,590,24.085352716296317
2025-08-13,591,25.625546211664318
2025-08-14,592,23.489417798191077
2025-08-15,593,22.333287048928256
2025-08-16,594,23.616479379578365
2025-08-17,595,23.80726241998745
2025-08-18,596,24.373260215033376
2025-08-19,597,23.464085686634288
2025-08-20,598,21.31649729903834
2025-08-21,599,21.61532137674205
2025-08-22,600,19.657904479963587
