user_id,treat,received,block,platform,cluster_id,signup_cohort,baseline_activity,pre_metric,post_clicks,post_purchases,days_observed,missing_share,converted
99,1,0,7,ios,29,cohort_B,4.07243223997509,4.039774403019432,3.0,0.0,14,0.0,0
100,1,0,4,ios,415,cohort_C,2.2854267609904984,3.301552567462587,6.0,0.0,14,0.0,0
101,0,0,6,android,40,cohort_A,3.9640172742480737,3.736730133304202,10.0,0.0,14,0.0,0
102,1,1,4,android,296,cohort_B,2.6097319498039666,2.6050166973362097,4.0,0.0,14,0.0,0
103,0,0,9,ios,465,cohort_B,6.04645751015787,6.103959811251237,3.0,0.0,14,0.0,0
104,0,0,2,ios,253,cohort_C,1.5828564700320897,2.3651855044673296,6.0,0.0,14,0.0,0
105,1,1,3,ios,481,cohort_A,1.7700578478492777,1.9585968883948732,13.0,0.0,14,0.0,0
106,1,1,5,android,19,cohort_C,3.024059973364417,3.270136283175757,5.0,0.0,13,0.07142857142857142,0
107,1,1,4,web,176,cohort_C,2.691652416474041,2.5970224139025864,6.0,1.0,14,0.0,1
108,1,1,6,android,423,cohort_B,3.757302955774453,4.874459438063866,9.0,0.0,14,0.0,0
109,0,0,5,web,185,cohort_A,3.002552770467735,2.830113385492859,3.0,0.0,14,0.0,0
110,0,0,8,android,429,cohort_C,5.46980966154833,5.328549454231274,6.0,0.0,13,0.07142857142857142,0
111,1,1,2,ios,8,cohort_C,1.335177978660757,1.5907295800291132,7.0,0.0,14,0.0,0
112,1,1,9,android,247,cohort_B,6.391422927689251,6.2274950062061,9.0,0.0,13,0.07142857142857142,0
113,0,0,4,ios,399,cohort_A,2.4305108143334664,1.6392864434288732,6.0,0.0,14,0.0,0
114,1,1,10,web,471,cohort_A,10.339129434959242,9.924930620353484,4.0,0.0,14,0.0,0
115,1,1,2,ios,7,cohort_B,1.2471048812930072,0.8519437546248331,10.0,0.0,14,0.0,0
116,0,0,5,android,393,cohort_A,3.2146057982044884,2.9933327944256263,4.0,1.0,14,0.0,1
117,0,0,10,android,236,cohort_A,10.626239058655631,9.802159946007786,9.0,0.0,14,0.0,0
118,0,0,6,android,349,cohort_A,3.7459758450351517,3.8045012096474466,8.0,0.0,14,0.0,0
119,1,1,3,ios,240,cohort_C,1.8265251253829826,1.7295821906445106,4.0,0.0,14,0.0,0
120,1,1,5,web,191,cohort_A,2.7827910384087735,2.565974612051418,4.0,0.0,14,0.0,0
121,1,1,3,web,362,cohort_A,1.8121931499473654,1.8708575191064565,2.0,0.0,14,0.0,0
122,0,0,4,ios,268,cohort_C,2.466422422739395,2.972379043517604,4.0,0.0,14,0.0,0
123,1,1,10,ios,246,cohort_B,9.35045766384435,9.84334350606037,8.0,0.0,14,0.0,0
124,1,1,10,android,242,cohort_A,9.617123404242054,9.236579462340949,7.0,0.0,14,0.0,0
125,0,0,3,web,466,cohort_A,1.7992847210076433,1.2096568931259868,2.0,0.0,13,0.07142857142857142,0
126,0,0,6,web,168,cohort_B,4.037730871143948,3.8968100677664896,6.0,1.0,14,0.0,1
127,1,1,8,ios,417,cohort_A,5.190336174668974,5.229782278955901,8.0,0.0,14,0.0,0
128,0,0,8,android,43,cohort_A,4.954169993076275,4.17046869734514,7.0,0.0,13,0.07142857142857142,0
129,1,1,6,web,166,cohort_B,3.9129887276546937,3.6947440379610557,7.0,1.0,14,0.0,1
130,0,0,3,android,323,cohort_B,2.0922880862664885,1.4863183725554112,3.0,0.0,14,0.0,0
131,1,1,9,web,302,cohort_A,6.091639151262356,7.059982252675504,6.0,0.0,14,0.0,0
132,0,0,3,ios,59,cohort_A,2.1610462494993565,1.9705181434309107,7.0,0.0,14,0.0,0
133,1,1,3,android,405,cohort_B,2.117168556084971,3.0452975670834914,6.0,0.0,13,0.07142857142857142,0
134,1,1,6,web,71,cohort_C,3.5101441377160048,3.746841983907916,9.0,0.0,14,0.0,0
135,0,0,5,web,422,cohort_B,3.1935131538068546,3.8193153482570397,4.0,0.0,14,0.0,0
136,1,0,4,ios,345,cohort_B,2.266264926451479,2.872875303622365,2.0,0.0,14,0.0,0
137,0,0,10,android,179,cohort_C,8.317573418011174,9.174421768599288,8.0,0.0,14,0.0,0
138,1,1,5,ios,130,cohort_A,3.138951956019604,2.632708331018664,7.0,0.0,14,0.0,0
139,1,0,4,android,304,cohort_C,2.457140886204082,2.2786679860025716,9.0,0.0,14,0.0,0
140,0,0,9,android,241,cohort_C,7.214713368175628,7.468048280662225,9.0,0.0,14,0.0,0
141,1,1,7,ios,455,cohort_C,4.386572732041082,4.518452076534541,10.0,0.0,14,0.0,0
142,0,0,8,ios,138,cohort_A,5.55334955831476,6.0247451916875745,4.0,0.0,14,0.0,0
143,1,1,3,web,319,cohort_B,1.984147736874865,2.723223371519963,4.0,0.0,13,0.07142857142857142,0
144,0,0,9,android,166,cohort_A,6.940703471010257,6.937749164849005,5.0,0.0,13,0.07142857142857142,0
145,0,0,7,android,452,cohort_A,4.625535298357644,3.3335301261275694,5.0,0.0,13,0.07142857142857142,0
146,0,0,3,web,126,cohort_C,2.060908775395437,1.671022388835766,5.0,0.0,14,0.0,0
147,0,0,2,web,369,cohort_A,1.6110302207907703,1.876514603812795,4.0,0.0,14,0.0,0
148,1,1,5,ios,99,cohort_A,3.2659898753854812,3.0803307980465693,6.0,0.0,14,0.0,0
149,1,0,6,web,263,cohort_A,3.8886641872305545,4.712098211695276,2.0,0.0,14,0.0,0
150,1,1,3,web,463,cohort_A,1.7365313032069505,2.5111403032533532,8.0,0.0,14,0.0,0
151,1,0,8,ios,388,cohort_B,5.979604788811014,5.319541473939066,2.0,0.0,13,0.07142857142857142,0
152,0,0,2,web,164,cohort_B,1.3295026909314764,1.4854492217409658,4.0,0.0,14,0.0,0
153,1,0,5,ios,499,cohort_C,3.295269859614208,2.5263124159832815,9.0,0.0,14,0.0,0
154,0,0,10,ios,451,cohort_A,7.974548175800176,8.83264056185682,9.0,0.0,14,0.0,0
155,0,0,10,android,363,cohort_A,15.112250944549993,15.817308572989461,6.0,0.0,14,0.0,0
156,1,1,6,ios,390,cohort_B,3.558683634535745,3.940224988213401,6.0,0.0,14,0.0,0
157,0,0,1,android,211,cohort_C,0.769908249781985,0.5641333543456177,8.0,0.0,14,0.0,0
158,0,0,10,web,5,cohort_A,9.253231297731636,8.750174753743666,6.0,0.0,14,0.0,0
159,0,0,2,android,80,cohort_C,1.4654801502998158,1.470318445878728,4.0,0.0,14,0.0,0
160,1,0,5,android,208,cohort_A,3.206301833363129,3.4938555309261434,6.0,0.0,14,0.0,0
161,1,0,1,android,466,cohort_B,0.7807061253891017,-0.07526843597807276,5.0,0.0,14,0.0,0
162,1,0,4,web,276,cohort_C,2.3614928654196197,2.442031878561825,5.0,0.0,14,0.0,0
163,0,0,6,android,335,cohort_A,3.6984160565462227,4.830424946198002,8.0,0.0,13,0.07142857142857142,0
164,1,0,7,ios,91,cohort_B,4.482704130619416,4.645079909124975,5.0,0.0,13,0.07142857142857142,0
165,1,1,5,android,239,cohort_C,2.8603008637828027,2.1434025988391356,6.0,0.0,14,0.0,0
166,1,0,4,web,12,cohort_C,2.7393747477570587,1.7113652659036847,5.0,1.0,14,0.0,1
167,0,0,8,ios,427,cohort_B,5.562938229011531,5.194365207099626,5.0,0.0,13,0.07142857142857142,0
168,1,1,4,web,199,cohort_A,2.403007459322846,2.36098879669909,3.0,0.0,14,0.0,0
169,1,1,9,web,320,cohort_C,7.391089710771645,7.969939472295112,5.0,1.0,14,0.0,1
170,0,0,1,android,392,cohort_B,0.5345330413183467,1.0067009629084636,5.0,0.0,14,0.0,0
171,1,1,4,web,259,cohort_A,2.373030549111359,2.0835404684660928,5.0,0.0,14,0.0,0
172,0,0,5,ios,168,cohort_A,2.825500211924292,2.0936578192268533,8.0,0.0,14,0.0,0
173,0,0,9,web,57,cohort_A,6.626123186694781,6.996217456596709,9.0,0.0,14,0.0,0
174,0,0,3,web,67,cohort_B,2.1583921916708264,1.528802401424271,5.0,0.0,14,0.0,0
175,1,1,8,web,260,cohort_A,5.936057839780531,6.135748908790866,3.0,0.0,14,0.0,0
176,1,0,6,ios,387,cohort_A,3.802457884218123,3.593572506130378,7.0,0.0,14,0.0,0
177,1,1,8,ios,491,cohort_A,5.383488394439322,4.77937475778779,5.0,0.0,13,0.07142857142857142,0
178,1,1,6,ios,32,cohort_C,3.8197525672771193,4.2565270062583584,6.0,0.0,13,0.07142857142857142,0
179,0,0,10,android,434,cohort_B,9.480556871266838,9.83370343220881,4.0,0.0,14,0.0,0
180,1,0,9,android,140,cohort_A,6.986530249296109,6.948731080564121,5.0,1.0,14,0.0,1
181,0,0,4,android,372,cohort_B,2.7281771546934017,2.8738626762774704,8.0,0.0,14,0.0,0
182,1,1,1,ios,26,cohort_B,0.20274304506999866,0.0195065114761184,10.0,0.0,14,0.0,0
183,1,1,5,ios,274,cohort_A,2.8319798303773465,2.5837808341020216,3.0,0.0,14,0.0,0
184,0,0,8,web,222,cohort_B,5.988876741135166,6.251157370244793,6.0,0.0,14,0.0,0
185,1,1,8,android,56,cohort_C,5.380467679684127,6.603711244704203,5.0,2.0,13,0.07142857142857142,1
186,1,1,8,web,225,cohort_A,5.222006841077097,5.121470192322765,7.0,0.0,14,0.0,0
187,0,0,1,ios,318,cohort_C,0.2370094477930057,-0.08454517358764402,7.0,0.0,14,0.0,0
188,1,1,1,android,305,cohort_A,0.8645422963057936,0.8458451469036693,8.0,0.0,13,0.07142857142857142,0
189,0,0,5,web,26,cohort_C,3.182278942376938,3.370150298569242,8.0,0.0,14,0.0,0
190,1,1,7,android,215,cohort_A,4.1568152970340275,3.9771391921115393,8.0,0.0,14,0.0,0
191,0,0,2,ios,116,cohort_B,1.6270076300341747,1.7116570651737792,2.0,0.0,12,0.14285714285714285,0
192,0,0,1,web,149,cohort_A,0.5682706375631162,1.238640271513182,4.0,0.0,14,0.0,0
193,1,1,1,android,74,cohort_C,0.32528829252003977,0.4768836562383263,5.0,0.0,14,0.0,0
194,1,1,5,android,328,cohort_B,2.9115599918787933,3.389204088907901,3.0,0.0,14,0.0,0
195,0,0,9,ios,304,cohort_C,7.6706853537966735,7.382525915935456,5.0,0.0,14,0.0,0
196,0,0,10,android,89,cohort_A,11.838058549683662,11.947862917730214,10.0,1.0,14,0.0,1
197,1,1,2,ios,453,cohort_B,1.264299902992515,1.108679811431198,6.0,0.0,14,0.0,0
198,1,1,10,web,311,cohort_C,13.003644865727471,12.523134153005572,2.0,0.0,14,0.0,0
199,0,0,1,android,207,cohort_A,0.7794676488583934,0.7088605179148325,6.0,0.0,14,0.0,0
200,1,1,6,ios,182,cohort_B,3.5713928277004454,3.3389637815296282,3.0,0.0,14,0.0,0
201,0,0,3,android,289,cohort_B,1.7821334531063793,0.856230342226743,3.0,0.0,14,0.0,0
202,0,0,7,ios,96,cohort_B,4.2856077843247755,4.179974184995656,3.0,0.0,13,0.07142857142857142,0
203,0,0,6,android,139,cohort_B,3.4491504822218206,2.728138182744408,4.0,0.0,14,0.0,0
204,1,0,1,web,237,cohort_C,0.5991000085789471,0.8981173232350996,5.0,0.0,14,0.0,0
205,1,0,6,web,292,cohort_C,3.792819401859033,3.9731877942497427,6.0,0.0,12,0.14285714285714285,0
206,0,0,5,android,179,cohort_A,3.3586399089932693,2.3933362474602435,2.0,0.0,14,0.0,0
207,0,0,8,ios,404,cohort_C,5.23793664856245,4.50633378622425,6.0,0.0,14,0.0,0
208,0,0,5,android,16,cohort_C,3.2085240169479046,2.1372809117958207,10.0,0.0,13,0.07142857142857142,0
209,1,0,6,android,314,cohort_A,3.5332140649743016,4.073503744290608,5.0,1.0,14,0.0,1
210,0,0,6,ios,74,cohort_C,3.960120362657795,3.8977211854725224,5.0,0.0,14,0.0,0
211,0,0,10,web,3,cohort_A,9.334983347130457,9.659280701297957,5.0,0.0,14,0.0,0
212,0,0,5,android,467,cohort_C,3.3232170144004343,3.8372980858266073,4.0,0.0,14,0.0,0
213,1,1,8,android,38,cohort_C,5.352635904713804,5.133272957927954,4.0,0.0,14,0.0,0
214,1,1,8,web,382,cohort_C,4.9256449783803165,5.103868090047093,3.0,0.0,14,0.0,0
215,1,1,7,android,409,cohort_B,4.074055010589661,4.1188294311149996,5.0,0.0,14,0.0,0
216,1,1,9,android,272,cohort_C,7.2243863104880015,6.535817382503772,9.0,0.0,14,0.0,0
217,0,0,4,ios,388,cohort_B,2.7511952046907924,2.749580990714684,5.0,0.0,14,0.0,0
218,0,0,9,ios,110,cohort_B,7.744388148025234,7.469058878981397,11.0,0.0,12,0.14285714285714285,0
219,0,0,10,web,307,cohort_A,11.320376993473282,11.118654033316739,13.0,0.0,14,0.0,0
220,0,0,6,ios,137,cohort_B,3.725676943290523,4.4557495261945625,9.0,0.0,14,0.0,0
221,0,0,8,android,339,cohort_C,4.915015625290822,4.5899214262010055,5.0,1.0,14,0.0,1
222,1,1,4,web,154,cohort_C,2.576882968856603,2.4957528409029304,11.0,0.0,13,0.07142857142857142,0
223,1,0,10,ios,474,cohort_C,9.454940779861783,9.615769150789141,8.0,0.0,14,0.0,0
224,1,1,2,web,145,cohort_B,1.6237748852806033,1.6429210534328071,12.0,0.0,14,0.0,0
225,0,0,8,web,430,cohort_C,5.517240963888275,5.692153943032074,6.0,0.0,13,0.07142857142857142,0
226,1,1,4,ios,399,cohort_A,2.3356271573277905,2.3987163862930525,6.0,0.0,14,0.0,0
227,1,1,10,android,259,cohort_A,7.9681282531343784,7.913143760611813,10.0,0.0,14,0.0,0
228,1,1,4,android,284,cohort_B,2.6541423996008118,2.8533240000829445,7.0,0.0,13,0.07142857142857142,0
229,0,0,1,ios,388,cohort_A,0.9423382900855936,0.7518826774850558,5.0,0.0,14,0.0,0
230,0,0,3,ios,389,cohort_A,2.128950729924324,2.5946234299926427,7.0,0.0,14,0.0,0
231,1,1,5,ios,54,cohort_A,3.0810990081537106,3.5794647917461226,7.0,0.0,14,0.0,0
232,0,0,7,ios,88,cohort_C,4.744343875108105,4.916123764439374,2.0,0.0,13,0.07142857142857142,0
233,1,1,2,ios,407,cohort_A,1.523152314811331,1.6132654404849682,2.0,0.0,14,0.0,0
234,1,1,4,web,154,cohort_A,2.6902744737952062,2.8617013056546106,7.0,0.0,14,0.0,0
235,0,0,5,web,142,cohort_A,2.8389240310847286,2.831347657757347,8.0,0.0,14,0.0,0
236,0,0,6,ios,456,cohort_C,3.6085906217840233,4.339139286563412,6.0,0.0,14,0.0,0
237,0,0,1,ios,483,cohort_A,1.0535218901719552,1.280959402487972,6.0,0.0,13,0.07142857142857142,0
238,1,1,6,web,308,cohort_C,3.9757294224476767,4.694635108449419,6.0,1.0,14,0.0,1
239,0,0,2,android,140,cohort_C,1.081257783486819,1.0928561700236328,4.0,0.0,14,0.0,0
240,1,1,9,android,163,cohort_A,6.74399740858428,7.988658419090235,6.0,1.0,13,0.07142857142857142,1
241,1,1,1,ios,341,cohort_B,0.35463292676485136,-0.022422375270062855,4.0,1.0,14,0.0,1
242,0,0,9,android,223,cohort_A,7.155865845180051,5.97238431255732,8.0,0.0,14,0.0,0
243,1,1,9,web,377,cohort_C,7.672307329524359,7.490476333389115,9.0,0.0,13,0.07142857142857142,0
244,1,1,5,android,45,cohort_A,3.2184270754888398,1.7516476232606193,8.0,0.0,14,0.0,0
245,1,1,10,ios,157,cohort_C,9.049268389987398,9.863722252136435,7.0,0.0,14,0.0,0
246,0,0,1,android,354,cohort_A,0.3308167581544429,0.9351037566493198,4.0,0.0,14,0.0,0
247,0,0,9,web,78,cohort_C,6.230168916731667,6.176230399101778,8.0,0.0,14,0.0,0
248,0,0,4,ios,228,cohort_B,2.473826777838006,1.6143805915101195,4.0,0.0,14,0.0,0
249,1,1,5,web,388,cohort_C,2.762418500950707,1.8576670438695202,7.0,0.0,14,0.0,0
250,0,0,7,web,351,cohort_C,4.782788356386221,3.888163113869611,4.0,0.0,14,0.0,0
251,1,0,7,ios,246,cohort_B,4.631676442889421,4.704148104439682,10.0,0.0,14,0.0,0
252,1,1,7,android,49,cohort_B,4.844688017664821,4.148523104492478,5.0,0.0,13,0.07142857142857142,0
253,0,0,9,web,330,cohort_B,7.365173175182206,7.8670466322246355,2.0,0.0,13,0.07142857142857142,0
254,1,1,7,android,321,cohort_B,4.727071886688085,4.33113305396628,6.0,0.0,14,0.0,0
255,0,0,7,ios,117,cohort_A,4.348741482997505,4.1136471080377,5.0,0.0,13,0.07142857142857142,0
256,0,0,10,web,284,cohort_B,8.850017768743955,9.0416973935834,6.0,0.0,14,0.0,0
257,1,0,3,android,241,cohort_B,1.9349135087813223,2.810826613097572,2.0,0.0,13,0.07142857142857142,0
258,1,1,1,web,311,cohort_C,0.6332472017804646,1.006178725714989,2.0,0.0,14,0.0,0
259,0,0,10,ios,214,cohort_C,8.130443987114447,8.385557767279442,6.0,0.0,14,0.0,0
260,1,1,6,ios,343,cohort_B,3.8157775812224477,4.246069584404164,6.0,0.0,13,0.07142857142857142,0
261,1,1,2,android,17,cohort_C,1.558930132999439,1.4757854854358152,5.0,0.0,14,0.0,0
262,0,0,2,ios,357,cohort_B,1.556812440173826,2.293750920024432,5.0,0.0,14,0.0,0
263,0,0,9,web,277,cohort_B,6.093789299970721,5.732339602587395,5.0,0.0,12,0.14285714285714285,0
264,0,0,3,ios,257,cohort_B,1.7122482978358633,1.689749363380849,2.0,0.0,14,0.0,0
